key,0,1,2,3,4
#,,Model,NpcYell,,ResidentMotionType
offset,14,0,8,12,15
Int32,UInt8,UInt64,Int32,UInt16,UInt8
0.0,0,0,0,0,0
1.0,2,1,0,0,0
1.1,2,2,0,0,0
1.2,2,3,0,0,0
1.3,2,4,0,0,0
1.4,2,5,0,0,0
1.5,3,9,1860,0,1
1.6,3,31,1860,0,3
1.7,3,3617,1860,0,8
1.8,3,16137,1860,0,41
1.9,3,36945,1860,0,2
1.10,3,16479,1860,0,4
1.11,3,2240,1860,0,6
1.12,3,7477,1860,0,39
1.13,3,3577,1860,0,0
1.14,3,3579,1860,0,0
1.15,3,37004,1860,0,0
1.16,3,16495,1860,0,5
1.17,3,7411,1860,0,7
1.18,3,15989,1860,0,42
1.19,3,15990,1860,0,42
1.20,3,135,1860,0,0
1.21,3,25859,1860,0,0
1.22,3,185,1860,0,12
1.23,3,25865,1860,0,0
1.24,3,3610,1860,0,0
1.25,3,25871,1860,0,0
1.26,3,7533,1860,0,13
1.27,3,7537,1860,0,13
1.28,3,7538,1860,0,13
1.29,3,7571,1860,0,17
1.30,7,4295034743,0,0,0
1.31,7,4295033451,0,0,0
1.32,7,4295033526,0,0,0
1.33,7,4295034735,0,0,0
1.34,7,4295034734,0,0,0
1.35,7,4295041933,0,0,0
1.36,7,4295041934,0,0,0
1.37,7,4295034744,0,0,0
1.38,4,152,1860,0,0
1.39,5,474,0,0,0
1.40,5,483,0,0,0
1.41,5,526,0,0,0
1.42,5,527,0,0,0
1.43,5,2225,0,0,0
1.44,5,2226,0,0,0
1.45,5,2227,0,0,0
1.46,5,2228,0,0,0
1.47,5,2229,0,0,0
1.48,5,2230,0,0,0
1.49,5,2151,0,0,0
1.50,5,2255,0,0,0
1.51,7,4295034760,0,0,0
1.52,7,4295034762,0,0,0
1.53,7,4295034770,0,0,0
1.54,7,4295034771,0,0,0
1.55,7,4295034772,0,0,0
1.56,0,0,0,0,0
1.57,0,0,0,0,0
1.58,0,0,0,0,0
1.59,0,0,0,0,0
1.60,0,0,0,0,0
1.61,0,0,0,0,0
1.62,0,0,0,0,0
1.63,0,0,0,0,0
1.64,0,0,0,0,0
1.65,0,0,0,0,0
1.66,0,0,0,0,0
1.67,0,0,0,0,0
1.68,0,0,0,0,0
1.69,0,0,0,0,0
1.70,0,0,0,0,0
2.0,1,1000100,0,0,0
2.1,0,0,0,0,0
3.0,1,1001353,0,0,0
3.1,0,0,0,0,0
4.0,1,1000972,0,0,0
4.1,0,0,0,0,0
5.0,2,6,0,0,0
5.1,2,7,0,0,0
5.2,3,451,304,0,0
5.3,3,452,304,0,0
5.4,3,453,304,0,0
5.5,3,454,304,0,0
5.6,3,455,304,0,0
5.7,3,456,304,0,0
5.8,3,457,304,0,0
5.9,3,458,304,0,0
5.10,3,459,304,0,0
5.11,3,460,304,0,0
5.12,3,733,480,0,0
5.13,3,734,480,0,0
5.14,0,0,0,0,0
6.0,2,9,0,0,0
6.1,2,8,0,0,0
6.2,1,1443,0,0,0
6.3,1,1444,0,0,0
6.4,3,650,306,0,0
6.5,3,973,480,0,0
6.6,3,1363,480,0,0
6.7,3,1364,306,0,0
6.8,3,1052,237,0,0
7.0,2,10,0,0,0
7.1,2,11,0,0,0
7.2,2,21,0,0,0
7.3,3,1073,228,0,0
7.4,3,1074,228,0,0
7.5,3,1077,363,0,0
7.6,3,1045,480,0,0
7.7,3,1046,480,0,0
7.8,3,1050,54,0,0
7.9,3,1084,701,0,0
7.10,3,1085,701,0,0
7.11,3,1086,81,0,0
7.12,3,1087,83,0,0
7.13,3,1048,18,0,0
8.0,2,18,0,0,0
8.1,1,1613,0,0,0
8.2,3,1109,195,0,0
8.3,3,1110,194,0,0
8.4,3,1442,197,0,0
8.5,3,533,480,0,0
8.6,3,1104,197,0,0
8.7,3,1102,197,0,0
8.8,3,1103,197,0,0
8.9,3,956,480,0,0
8.10,0,0,0,0,0
9.0,3,1115,188,0,0
9.1,3,1124,187,0,0
9.2,3,1125,187,0,0
9.3,3,1097,53,0,0
9.4,3,1100,19,0,0
9.5,3,513,172,0,0
9.6,3,958,218,0,0
10.0,2,22,0,0,0
10.1,2,23,0,0,0
10.2,3,659,303,0,0
10.3,3,660,303,0,0
10.4,3,661,303,0,0
10.5,3,663,303,0,0
10.6,3,664,303,0,0
10.7,3,667,303,0,0
10.8,3,1382,303,0,0
10.9,3,1383,303,0,0
10.10,3,1384,303,0,0
10.11,3,1386,303,0,0
10.12,3,1387,303,0,0
10.13,3,1390,303,0,0
11.0,2,15,0,0,0
11.1,2,16,0,0,0
11.2,2,17,0,0,0
11.3,3,675,480,0,0
11.4,3,1217,316,0,0
11.5,3,1220,316,0,0
11.6,3,1222,480,0,0
11.7,3,1223,480,0,0
11.8,3,1227,316,0,0
11.9,3,1343,480,0,0
12.0,3,903,371,0,0
12.1,3,1023,231,0,0
12.2,3,1024,480,0,0
12.3,3,1026,231,0,0
12.4,2,24,0,0,0
12.5,0,0,0,0,0
13.0,3,1413,365,0,0
13.1,3,933,365,0,0
13.2,3,1417,83,0,0
13.3,3,1418,83,0,0
13.4,3,1419,83,0,0
13.5,3,928,366,0,0
13.6,3,308,366,0,0
13.7,3,929,521,0,0
13.8,2,25,0,0,0
14.0,2,6,0,0,0
14.1,2,7,0,0,0
14.2,2,22,0,0,0
14.3,2,8,0,0,0
14.4,2,26,0,0,0
14.5,2,27,0,0,0
14.6,1,2036,0,0,0
14.7,2,25,0,0,0
14.8,3,1421,480,0,0
14.9,3,1422,480,0,0
14.10,3,1423,480,0,0
14.11,3,1402,480,0,0
14.12,3,1403,480,0,0
14.13,3,1424,480,0,0
14.14,3,1410,303,0,0
14.15,3,1191,55,0,0
14.16,1,2032,0,0,0
15.0,1,2033,0,0,0
15.1,1,2034,0,0,0
15.2,1,2035,0,0,0
15.3,3,1243,226,0,0
15.4,3,1451,226,0,0
15.5,3,1452,226,0,0
15.6,3,1453,226,0,0
15.7,3,1456,226,0,0
15.8,3,1247,226,0,0
16.0,2,9,0,0,0
16.1,2,8,0,0,0
16.2,1,1504,0,0,0
16.3,1,1506,0,0,0
16.4,3,1463,306,0,0
16.5,3,1464,306,0,0
16.6,3,1465,306,0,0
16.7,3,1466,306,0,0
16.8,3,1467,306,0,0
16.9,3,1468,480,0,0
16.10,3,1469,306,0,0
16.11,3,1470,480,0,0
16.12,3,1471,237,0,0
16.13,3,1472,306,0,0
16.14,3,1473,306,0,0
16.15,3,1474,306,0,0
16.16,3,1475,618,0,0
16.17,3,1476,618,0,0
16.18,3,1477,249,0,0
16.19,3,1651,618,0,0
16.20,3,1652,480,0,0
16.21,3,1051,237,0,0
16.22,3,645,306,0,0
17.0,2,6,0,0,0
17.1,2,7,0,0,0
17.2,2,22,0,0,0
17.3,2,8,0,0,0
17.4,2,26,0,0,0
17.5,2,27,0,0,0
17.6,2,32,0,0,0
17.7,2,25,0,0,0
17.8,1,2323,0,0,0
17.9,1,2324,0,0,0
17.10,3,1503,307,0,0
17.11,3,1504,307,0,0
17.12,3,1505,307,0,0
17.13,3,1506,307,0,0
17.14,3,1507,480,0,0
17.15,3,1508,480,0,0
17.16,3,1509,480,0,0
17.17,3,1510,513,0,0
17.18,3,1511,307,0,0
17.19,3,1512,614,0,0
17.20,3,1513,614,0,0
17.21,3,1514,307,0,0
17.22,3,1515,480,0,0
17.23,3,1516,307,0,0
17.24,3,1517,303,0,0
17.25,3,1518,307,0,0
17.26,3,1519,303,0,0
17.27,3,1520,306,0,0
17.28,3,1521,480,0,0
17.29,3,1522,480,0,0
17.30,3,1523,237,0,0
17.31,3,1524,480,0,0
17.32,3,1525,304,0,0
17.33,3,1526,55,0,0
17.34,3,1546,480,0,0
17.35,3,1650,480,0,0
18.0,2,29,0,0,0
18.1,2,30,0,0,0
18.2,2,25,0,0,0
18.3,3,1613,8,0,0
18.4,3,1614,8,0,0
18.5,3,1615,8,0,0
18.6,3,1616,8,0,0
18.7,3,1617,8,0,0
18.8,3,1618,480,0,0
18.9,3,1619,8,0,0
18.10,3,1620,8,0,0
18.11,3,1621,8,0,0
18.12,3,1622,480,0,0
18.13,3,1623,8,0,0
18.14,3,1624,8,0,0
18.15,3,1625,8,0,0
18.16,3,1626,8,0,0
18.17,3,1627,8,0,0
18.18,3,1628,8,0,0
18.19,3,1629,8,0,0
18.20,3,1630,8,0,0
18.21,3,1631,480,0,0
18.22,3,1632,8,0,0
18.23,3,1633,480,0,0
18.24,3,1634,8,0,0
18.25,3,1635,480,0,0
18.26,3,1636,480,0,0
19.0,1,2305,0,0,0
19.1,1,2329,0,0,0
19.2,3,1669,480,0,0
19.3,0,0,0,0,0
20.0,2,31,0,0,0
20.1,2,25,0,0,0
20.2,2,30,0,0,0
20.3,0,0,0,0,0
21.0,0,0,0,0,0
22.0,3,1380,303,0,0
22.1,3,1382,303,0,0
22.2,3,1548,303,0,0
22.3,3,1549,303,0,0
22.4,3,1777,303,0,0
22.5,3,1671,303,0,0
22.6,3,1761,303,0,0
22.7,3,1384,303,0,0
22.8,3,1550,480,0,0
22.9,3,1763,302,0,0
22.10,3,1551,552,0,0
22.11,3,1552,303,0,0
22.12,3,1553,303,0,0
22.13,3,1554,303,0,0
22.14,3,1555,611,0,0
22.15,3,1556,611,0,0
22.16,3,1557,480,0,0
22.17,0,0,0,0,0
23.0,3,1676,304,0,0
23.1,3,1528,304,0,0
23.2,3,1531,304,0,0
23.3,3,1529,304,0,0
23.4,3,1530,480,0,0
23.5,3,1535,298,0,0
23.6,3,1536,304,0,0
23.7,3,456,304,0,0
23.8,3,1532,304,0,0
23.9,3,1534,480,0,0
23.10,2,6,0,0,0
23.11,2,7,0,0,0
23.12,0,0,0,0,0
24.0,3,351,65,0,0
24.1,3,556,9,0,0
24.2,0,0,0,0,0
25.0,3,506,155,0,0
25.1,3,505,154,0,0
25.2,3,508,157,0,0
25.3,3,982,151,0,0
25.4,3,559,230,0,0
26.0,3,950,198,0,0
26.1,3,941,198,0,0
26.2,0,0,0,0,0
27.0,3,1209,558,0,0
27.1,3,1448,316,0,0
