key,0
#,Text
offset,0
int32,str
0,""
1,"이 아이템은 한 번 배치하면 중고품이 되어 장터에 출품할 수 없습니다.<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>또, 주택이나 가구의 종류에 따라서는 다음과 같은 경우에 소유권을 상실할 수 있습니다.<hex:02100103>1. 다른 플레이어가 철거했을 때<hex:02100103>2. 자유부대 추방/탈퇴<hex:02100103>3. 주택 공유 해제<hex:02100103>4. 토지 철거<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>배치하시겠습니까?"
2,"이 아이템은 한 번 배치하면 철거 시에 소멸합니다.<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>또, 주택이나 가구의 종류에 따라서는 다음과 같은 경우에 소유권을 상실할 수 있습니다.<hex:02100103>1. 다른 플레이어가 철거했을 때<hex:02100103>2. 자유부대 추방/탈퇴<hex:02100103>3. 주택 공유 해제<hex:02100103>4. 토지 철거<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>배치하시겠습니까?"
3,"이 아이템은 장터에 출품하거나 거래할 수 없습니다.<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>또 주택이나 가구의 종류에 따라서는 다음과 같은 경우에 소유권을 상실할 수 있습니다.<hex:02100103>1. 다른 플레이어가 철거했을 때<hex:02100103>2. 자유부대 추방/탈퇴<hex:02100103>3. 주택 공유 해제<hex:02100103>4. 토지 철거<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>※ 이 아이템은 공식 홈페이지에서 구입했거나 쿠폰 입력으로 획득한 상품입니다.<hex:02100103>설치할 경우 위 사항에 유의하시기 바랍니다.<hex:02100103><hex:02100103>정말로 배치하시겠습니까?"
4,"이 아이템은 한 번 배치하면 철거 시에 소멸합니다.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>또, 주택이나 가구의 종류에 따라서는 다음과 같은 경우에 소유권을 상실할 수 있습니다.<hex:02100103>1. 다른 플레이어가 철거했을 때<hex:02100103>2. 자유부대 추방/탈퇴<hex:02100103>3. 주택 공유 해제<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>배치하시겠습니까?"
5,"이 아이템은 장터에 출품하거나 거래할 수 없습니다.<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>또, 주택이나 가구의 종류에 따라서는 다음과 같은 경우에 소유권을 상실할 수 있습니다.<hex:02100103>1. 다른 플레이어가 철거했을 때<hex:02100103>2. 자유부대 추방/탈퇴<hex:02100103>3. 주택 공유 해제<hex:02100103>4. 토지 철거<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>배치하시겠습니까?"
6,"이 아이템은 장터에 출품할 수 없습니다.<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>또 주택이나 가구의 종류에 따라서는 다음과 같은 경우에 소유권을 상실할 수 있습니다.<hex:02100103>1. 다른 플레이어가 철거했을 때<hex:02100103>2. 자유부대 추방/탈퇴<hex:02100103>3. 주택 공유 해제<hex:02100103>4. 토지 철거<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>정말로 배치하시겠습니까?"
7,"이 아이템은 장터에 출품하거나 거래할 수 없으며, 1회 이상 사용한 경우 철거 시에 소멸합니다.<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>또, 주택이나 가구의 종류에 따라서는 다음과 같은 경우에 소유권을 상실할 수 있습니다.<hex:02100103>1. 다른 플레이어가 철거했을 때<hex:02100103>2. 자유부대 추방/탈퇴<hex:02100103>3. 주택 공유 해제<hex:02100103>4. 토지 철거<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>※ 이 아이템은 공식 홈페이지에서 구입했거나 쿠폰 입력으로 획득한 상품입니다.<hex:02100103>배치할 경우 위 사항에 유의하시기 바랍니다.<hex:02100103><hex:02100103>설치하시겠습니까?"
8,"이 아이템은 장터에 출품하거나 거래할 수 없으며, 1회 이상 사용한 경우 철거 시에 소멸합니다.<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>또, 주택이나 가구의 종류에 따라서는 다음과 같은 경우에 소유권을 상실할 수 있습니다.<hex:02100103>1. 다른 플레이어가 철거했을 때<hex:02100103>2. 자유부대 추방/탈퇴<hex:02100103>3. 주택 공유 해제<hex:02100103>4. 토지 철거<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>설치하시겠습니까?"
9,"이 아이템은 한번 설치하면 중고품이 되어 장터에 출품할 수 없으며, 1회 이상 사용한 경우 철거 시에 소멸합니다.<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>또, 주택이나 가구의 종류에 따라서는 다음과 같은 경우에 소유권을 상실할 수 있습니다.<hex:02100103>1. 다른 플레이어가 철거했을 때<hex:02100103>2. 자유부대 추방/탈퇴<hex:02100103>3. 주택 공유 해제<hex:02100103>4. 토지 철거<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>설치하시겠습니까?"
