key,0
#,
offset,0
int32,str
0,""
1,"■ 승리 조건 ■<hex:02100103>장애물을 피해<hex:02100103>결승선에 도착하세요!<hex:02100103><hex:02100103>■ 경기 종료 조건 ■<hex:02100103>참가자 중 일정 인원이<hex:02100103>결승선에 도착"
2,"■ 승리 조건 ■<hex:02100103>장애물을 피해<hex:02100103>결승선에 도착하세요!<hex:02100103><hex:02100103>■ 경기 종료 조건 ■<hex:02100103>참가자 중 일정 인원이<hex:02100103>결승선에 도착"
3,"■ 승리 조건 ■<hex:02100103>링에서 떨어지지 않도록<hex:02100103>회전하는 콧김을 피해<hex:02100103>계속 도망치세요!<hex:02100103><hex:02100103>■ 경기 종료 조건 ■<hex:02100103>참가자 중 일정 인원이 낙하"
4,"■ 승리 조건 ■<hex:02100103>알맞은 장소에<hex:02100103>크리스탈을 3번 운반하세요!<hex:02100103><hex:02100103>■ 경기 종료 조건 ■<hex:02100103>참가자 중 일정 인원이<hex:02100103>운반 완료"
5,"■ 승리 조건 ■<hex:02100103>누구보다 빠르게<hex:02100103>정상에 놓인 왕관에<hex:02100103>도착하세요!<hex:02100103><hex:02100103>■ 경기 종료 조건 ■<hex:02100103>참가자 중 1명이<hex:02100103>결승선에 최초로 도착"
6,"장애물을 피해 결승선에 도착하세요!"
7,"장애물을 피해 결승선에 도착하세요!"
8,"링에서 떨어지지 않도록<hex:02100103>회전하는 콧김을 피해 계속 도망치세요!"
9,"알맞은 장소에 크리스탈을 3번 운반하세요!"
10,"누구보다 빠르게, 정상에 놓인 왕관에 도착하세요!"
11,"결승선까지 경주하세요!"
12,"결승선까지 경주하세요!"
13,"떨어지지 마세요!"
14,"크리스탈을 운반하세요!"
15,"왕관에 도착하세요!"
16,"플레이어 대기 중"
17,"다음 라운드로 진출합니다"
18,"이미 실패했습니다"
