key,0
#,
offset,0
int32,str
0,""
1,"이 아이템을 <hex:024804F201FC03><hex:024904F201FD03>철거하면 완전히 소멸합니다.<hex:0249020103><hex:0248020103> 철거하시겠습니까?"
2,"<hex:022812FF0D>ENpcResident<hex:E8020103><hex:020D22FF16022812FF0D454E70635265736964656E74E8020103FF04EBA5BCFF04EC9D8403> 해고합니다. <hex:02100103><hex:024804F201FC03><hex:024904F201FD03>외형 설정은 초기화되며 고용 계약서가 되어 소지품으로 돌아갑니다.<hex:0249020103><hex:0248020103><hex:02100103>해고하시겠습니까?"
3,"<hex:022903EA0203>의 집사를 철수시키겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>외형 설정은 초기화되며 영업 계약서가 되어 소지품으로 돌아갑니다.<hex:0249020103><hex:0248020103>"
4,"앞으로 <hex:022003E80203>번 더 먹을 수 있습니다.<hex:02100103>이 아이템은 <hex:024804F201FC03><hex:024904F201FD03>철거해도 아이템으로 되돌릴 수 없습니다.<hex:0249020103><hex:0248020103><hex:02100103>철거하시겠습니까?"
5,"꽃병을 철거하시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>※ 꽂혀 있는 꽃은 사라집니다.<hex:0249020103><hex:0248020103>"
6,"수조를 철거하면 수조에 들어있는 아이템은 소멸합니다.<hex:02100103>계속하시겠습니까?"
7,"액자를 철거하시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>※ 장식된 그림은 사라집니다.<hex:0249020103><hex:0248020103>"
8,"칸막이를 철거하시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>※ 붙여 놓은 벽지는 사라집니다.<hex:0249020103><hex:0248020103>"
9,"창고에서 고용 계약서를 꺼내 소지품에 넣으시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>외형 설정이 초기화됩니다.<hex:0249020103><hex:0248020103>"
10,"<hex:022903EA0203>의 집사를 창고에서 철수시키고, 영업 허가증을 소지품에 넣으시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>외형 설정이 초기화됩니다.<hex:0249020103><hex:0248020103><hex:02100103>"
11,"앞으로 <hex:022003E80203>번 더 먹을 수 있습니다.<hex:02100103>이 아이템은 <hex:024804F201FC03><hex:024904F201FD03>창고에서 꺼내도 아이템으로 되돌릴 수 없습니다.<hex:0249020103><hex:0248020103><hex:02100103>철거하시겠습니까?"
12,"창고에서 꽃병을 꺼내 소지품에 넣으시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>※ 꽃혀 있는 꽃은 사라집니다.<hex:0249020103><hex:0248020103>"
13,"창고에서 수조를 꺼내시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>※ 수조 안의 아이템은 사라집니다.<hex:0249020103><hex:0248020103>"
14,"창고에서 액자를 꺼내 소지품에 넣으시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>※ 장식된 그림은 사라집니다.<hex:0249020103><hex:0248020103>"
15,"창고에서 칸막이를 꺼내 소지품에 넣으시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>※ 붙여 놓은 벽지는 사라집니다.<hex:0249020103><hex:0248020103>"
16,"<hex:022812FF0D>ENpcResident<hex:E8020103><hex:020D22FF16022812FF0D454E70635265736964656E74E8020103FF04EBA5BCFF04EC9D8403> 해고합니다.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>외형 설정은 초기화되며 고용 계약서가 되어 소지품으로 돌아갑니다.<hex:0249020103><hex:0248020103><hex:02100103>해고하시겠습니까?"
17,"액자를 철거하시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>※ 장식된 어탁은 사라집니다.<hex:0249020103><hex:0248020103>"
18,"창고에서 액자를 꺼내 소지품에 넣으시겠습니까?<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>※ 장식된 어탁은 사라집니다.<hex:0249020103><hex:0248020103>"
