key,0
#,Text
offset,0
int32,str
0,""
1,"연속 성공 <hex:022003E80203>회 이상"
2,"힘 <hex:022003E80203> 이상"
3,"민첩성 <hex:022003E80203> 이상"
4,"활력 <hex:022003E80203> 이상"
5,"지능 <hex:022003E80203> 이상"
6,"정신력 <hex:022003E80203> 이상"
7,"신앙심 <hex:022003E80203> 이상"
8,"<hex:0212023903>불 <hex:022003E80203> 이상"
9,"<hex:0212023A03>얼음 <hex:022003E80203> 이상"
10,"<hex:0212023B03>바람 <hex:022003E80203> 이상"
11,"<hex:0212023C03>땅 <hex:022003E80203> 이상"
12,"<hex:0212023D03>번개 <hex:022003E80203> 이상"
13,"<hex:0212023E03>물 <hex:022003E80203> 이상"
14,"획득력 <hex:022003E80203> 이상"
15,"기술력 <hex:022003E80203> 이상"
16,"획득력 <hex:022003E80203> 미만"
17,"기술력 <hex:022003E80203> <hex:020813E803FF07>이상<hex:FF07>미만<hex:03>"
18,"<hex:02280CFF07>Status<hex:E8020103> 부여"
19,"최대 GP <hex:022003E80203> 이상"
20,"<hex:02280AFF05>Item<hex:E8020103> <hex:02081BE803FF07>장비<hex:FF0F>장비 안 함<hex:03>"
