key,0,1,2,3,4
#,Type,,,,Text
offset,6,7,4,8,0
int32,HWDInfoBoardArticleType,byte,uint16,bit&01,str
0,0,0,0,False,""
1,0,0,0,False,""
2,0,0,0,False,""
3,0,0,0,False,""
4,0,0,0,False,""
5,1,0,0,True,""
6,1,0,0,True,""
7,1,0,0,True,""
8,1,0,0,True,""
9,1,0,0,True,""
10,1,0,0,True,""
11,1,0,0,True,""
12,2,1,1,True,"<hex:020979E802FF36>이름 없는 자들의 광장: 정비 계획 1단계<hex:FF3E>제1보 이름 없는 자들의 광장: 정비 계획 1단계<hex:03>"
13,2,1,2,False,"<hex:020961E802FF2A>부흥 공동 작업 참가자 모집 중<hex:FF32>제2보 부흥 공동 작업 참가자 모집 중<hex:03> "
14,2,4,3,True,"<hex:020979E802FF36>이름 없는 자들의 광장: 정비 계획 2단계<hex:FF3E>제3보 이름 없는 자들의 광장: 정비 계획 2단계<hex:03>"
15,2,4,4,False,"<hex:02094DE802FF20>두 번째 부흥 공동 작업<hex:FF28>제4보 두 번째 부흥 공동 작업<hex:03>"
16,2,7,5,True,"<hex:020979E802FF36>이름 없는 자들의 광장: 정비 계획 3단계<hex:FF3E>제5보 이름 없는 자들의 광장: 정비 계획 3단계<hex:03>"
17,2,7,6,False,"<hex:02095BE802FF27>리즈베스의 계획에 협력해줘<hex:FF2F>제6보 리즈베스의 계획에 협력해줘<hex:03> "
18,2,10,7,True,"<hex:020969E802FF2E>이름 없는 자들의 광장: 정비 완료<hex:FF36>제7보 이름 없는 자들의 광장: 정비 완료<hex:03>"
19,3,1,2,True,"제작물 납품에 대하여"
20,3,1,3,True,"부흥 공동 작업에 대하여"
21,3,1,1,True,"'이슈가르드 부흥'이란"
22,1,0,0,True,""
23,1,0,0,True,""
24,1,0,0,True,""
25,1,0,0,True,""
26,2,11,1,True,"<hex:02094BE802FF1F>곡괭이 거리 정비 계획<hex:FF27>제1보 곡괭이 거리 정비 계획<hex:03>"
27,2,11,2,False,"<hex:020965E802FF2C>부흥 작업의 새로운 첫걸음이다!<hex:FF34>제2보 부흥 작업의 새로운 첫걸음이다!<hex:03>"
28,2,14,3,False,"<hex:020981E802FF3A>곡괭이 거리 부흥 공동 작업이 진행됩니다!<hex:FF42>제3보 곡괭이 거리 부흥 공동 사업이 진행됩니다!<hex:03>"
29,2,16,4,False,"<hex:02096BE802FF2F>곡괭이 거리 정비를 부탁드립니다!<hex:FF37>제4보 곡괭이 거리 정비를 부탁드립니다!<hex:03>"
30,2,19,5,False,"<hex:020965E802FF2C>분수를 건설하는 공동 작업이다!<hex:FF34>제5보 분수를 건설하는 공동 작업이다!<hex:03>"
31,2,21,6,True,"<hex:02094DE802FF20>성 로엘 광장 정비 계획<hex:FF28>제6보 성 로엘 광장 정비 계획<hex:03>"
32,2,21,7,False,"<hex:02093FE802FF19>새로운 길을 닦자!<hex:FF21>제7보 새로운 길을 닦자!<hex:03> "
33,2,24,8,False,"<hex:020999E802FF46>여러분의 아름다운 작업 모습을 지켜보고 있답니다.<hex:FF4E>제8보 여러분의 아름다운 작업 모습을 지켜보고 있답니다.<hex:03>"
