key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,Command,ShortCommand,Description,Alias,ShortAlias,Param,
offset,26,27,28,29,30,12,16,0,4,8,24,20
int32,byte,byte,sbyte,sbyte,sbyte,str,str,str,str,str,TextCommandParam,uint32
1,1,0,0,0,0,"/record","","/다시보기<hex:02100103>임무 다시보기 메뉴를 엽니다.","/다시보기","",32,0
2,2,1,0,0,0,"/recordready","","/다시보기준비 보조명령어<hex:02100103>다시보기 준비 확인을 합니다.<hex:02100103>>>보조명령어<hex:02100103>""시간(5-30)""<hex:02100103>　…다시보기 준비 확인을 실행하여 전원이 '예'를 누르면 지정한 시간으로 전투 시작 초읽기를 시작합니다. 다시보기 녹화 동의가 완료된 후에 사용하면 일반 준비 확인과 전투 시작 초읽기를 실행합니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>　…다시보기 준비 확인 메뉴를 엽니다.","/다시보기준비","",0,0
3,1,0,0,0,0,"/pvpteamcmd","","/팀메뉴<hex:02100103>PvP팀 메뉴를 엽니다.","/팀메뉴","",0,0
4,1,0,0,0,0,"/saddlebag","","/초코보가방<hex:02100103>초코보 가방 메뉴를 엽니다.","/초코보가방","",0,0
5,1,0,0,0,0,"/magiaright","","/마정오<hex:02100103>마정반을 시계방향으로 돌립니다.","/마정오","",0,0
6,1,0,0,0,0,"/magialeft","","/마정왼<hex:02100103>마정반을 반시계방향으로 돌립니다.","/마정왼","",0,0
7,1,0,0,0,0,"/cwlinkshellcmd","/cwlcmd","/서버초월링크셸명령(/서초링명령)<hex:02100103>서버 초월 링크셸 메뉴를 엽니다.","/서버초월링크셸명령","/서초링명령",0,0
8,3,1,17,0,0,"/quickchat","/qchat","/전략적대화(/전략) ""전략적 대화 이름"" ""대명사""<hex:02100103>전략적 대화를 출력합니다.<hex:02100103>※ 크리스탈라인 컨플릭트에서만 사용할 수 있습니다.<hex:02100103>용례<hex:02100103>/전략적대화 ""전원 공격""<hex:02100103>　…""공격하세요!""를 출력합니다.<hex:02100103>/전략적대화 ""대상 공격"" <t><hex:02100103>　…선택한 대상에 대해 ""[직업 이름] 공격합니다!""를 출력합니다.","/전략적대화","/전략",1021,0
9,4,3,2,18,2,"/bluespellbook","","/청마도서 보조명령어<hex:02100103>활성 기술로 사용할 청마법을 설정합니다.<hex:02100103>>>보조명령어<hex:02100103>설정(set) ""청마법 이름"" 켜기(on)<hex:02100103>　…지정한 청마법을 활성 기술에 등록합니다.<hex:02100103>설정(set) ""청마법 이름"" 끄기(off)<hex:02100103>　…지정한 청마법울 활성 기술에서 해제합니다.<hex:02100103>사전설정(preset) 활성 기술 세트 번호 (1-5)<hex:02100103>　…지정한 번호의 활성 기술 세트로 변경합니다.<hex:02100103>해제(clear)<hex:02100103>　…현재 활성 기술 세트에 등록된 기술을 모두 해제합니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>　…청마도서 메뉴를 엽니다.<hex:02100103><hex:02100103>용례<hex:02100103>/청마도서 설정 ""물대포""<hex:02100103>　…청마법 '물대포'를 활성 기술로 등록 또는 해제합니다.<hex:02100103>/청마도서 사전설정 2<hex:02100103>　…활성 기술 세트 2로 변경합니다.","/청마도서","",36,0
10,2,1,2,0,0,"/magiaattack","","/마정반공격 ""대명사""<hex:02100103>마정반 속성을 선택한 대상의 취약 속성으로 변경합니다. 대명사는 생략할 수 있습니다.<hex:02100103><hex:02100103>용례<hex:02100103>/마정반공격 <t><hex:02100103>　…마정반 속성을 선택한 대상의 취약 속성으로 변경합니다.","/마정반공격","",0,0
11,2,1,2,0,0,"/magiadefense","","/마정반방어 ""대명사""<hex:02100103>마정반 속성을 선택한 대상과 같은 속성으로 변경합니다. 대명사는 생략할 수 있습니다.<hex:02100103><hex:02100103>용례<hex:02100103>/마정반방어 <t><hex:02100103>　…마정반 속성을 선택한 대상과 같은 속성으로 변경합니다.","/마정반방어","",0,0
12,2,1,2,0,0,"/magiaauto","","/마정반자동 보조명령어<hex:02100103>마정반 속성 자동 변경 설정을 실행합니다. 자동 변경 설정이 켜져 있으면, 대상을 선택할 때 마정반 속성이 자동으로 변경됩니다.<hex:02100103>>>보조명령어<hex:02100103>공격(atk)<hex:02100103>　…공격 속성으로 자동 변경합니다.<hex:02100103>방어(def)<hex:02100103>　…방어 속성으로 자동 변경합니다.<hex:02100103>끄기(off)<hex:02100103>　…자동 변경 설정을 해제합니다.<hex:02100103>※ 보조명령어 생략<hex:02100103>　…위 보조명령어 순서대로 설정을 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/마정반자동 공격<hex:02100103>　…적 대상 선택 시, 마정반을 공격 속성으로 자동 변경합니다.","/마정반자동","",0,0
13,1,0,0,0,0,"/cwlinkshell1","/cwl1","/서초링1(/서) 내용<hex:02100103>서버 초월 링크셸 [1]에 참가 중인 플레이어에게 거리나 지역에 상관없이 이야기합니다.<hex:02100103>/서초링1만 입력한 경우에는 기본 대화 방식을 서버 초월 링크셸 [1]로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/서초링1 안녕하세요.<hex:02100103>　…서버 초월 링크셸 [1]에 ""안녕하세요.""라고 말합니다.<hex:02100103>/서초링1<hex:02100103>　…기본 대화 방식을 서버 초월 링크셸 [1]로 변경합니다.","/서초링1","/서1",1021,0
14,1,0,0,0,0,"/cwlinkshell2","/cwl2","/서초링2(/서2) 내용<hex:02100103>서버 초월 링크셸 [2]에 참가 중인 플레이어에게 거리나 지역에 상관없이 이야기합니다.<hex:02100103>/서초링2만 입력한 경우에는 기본 대화 방식을 서버 초월 링크셸 [2]로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/서초링2 안녕하세요.<hex:02100103>　…서버 초월 링크셸 [2]에 ""안녕하세요.""라고 말합니다.<hex:02100103>/서초링2<hex:02100103>　…기본 대화 방식을 서버 초월 링크셸 [2]로 변경합니다.","/서초링2","/서2",1021,0
15,1,0,0,0,0,"/cwlinkshell3","/cwl3","/서초링3(/서3) 내용<hex:02100103>서버 초월 링크셸 [3]에 참가 중인 플레이어에게 거리나 지역에 상관없이 이야기합니다.<hex:02100103>/서초링3만 입력한 경우에는 기본 대화 방식을 서버 초월 링크셸 [3]으로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/서초링3 안녕하세요.<hex:02100103>　…서버 초월 링크셸 [3]에 ""안녕하세요.""라고 말합니다.<hex:02100103>/서초링3<hex:02100103>　…기본 대화 방식을 서버 초월 링크셸 [3]으로 변경합니다.","/서초링3","/서3",1021,0
16,1,0,0,0,0,"/cwlinkshell4","/cwl4","/서초링4(/서4) 내용<hex:02100103>서버 초월 링크셸 [4]에 참가 중인 플레이어에게 거리나 지역에 상관없이 이야기합니다.<hex:02100103>/서초링4만 입력한 경우에는 기본 대화 방식을 서버 초월 링크셸 [4]로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/서초링4 안녕하세요.<hex:02100103>　…서버 초월 링크셸 [4]에 ""안녕하세요.""라고 말합니다.<hex:02100103>/서초링4<hex:02100103>　…기본 대화 방식을 서버 초월 링크셸 [4]로 변경합니다.","/서초링4","/서4",1021,0
17,1,0,0,0,0,"/cwlinkshell5","/cwl5","/서초링5(/서5) 내용<hex:02100103>서버 초월 링크셸 [5]에 참가 중인 플레이어에게 거리나 지역에 상관없이 이야기합니다.<hex:02100103>/서초링5만 입력한 경우에는 기본 대화 방식을 서버 초월 링크셸 [5]로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/서초링5 안녕하세요.<hex:02100103>　…서버 초월 링크셸 [5]에 ""안녕하세요.""라고 말합니다.<hex:02100103>/서초링5<hex:02100103>　…기본 대화 방식을 서버 초월 링크셸 [5]로 변경합니다.","/서초링5","/서5",1021,0
18,1,0,0,0,0,"/cwlinkshell6","/cwl6","/서초링6(/서6) 내용<hex:02100103>서버 초월 링크셸 [6]에 참가 중인 플레이어에게 거리나 지역에 상관없이 이야기합니다.<hex:02100103>/서초링6만 입력한 경우에는 기본 대화 방식을 서버 초월 링크셸 [6]으로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/서초링6 안녕하세요.<hex:02100103>　…서버 초월 링크셸 [6]에 ""안녕하세요.""라고 말합니다.<hex:02100103>/서초링6<hex:02100103>　…기본 대화 방식을 서버 초월 링크셸 [6]으로 변경합니다.","/서초링6","/서6",1021,0
19,1,0,0,0,0,"/cwlinkshell7","/cwl7","/서초링7(/서7) 내용<hex:02100103>서버 초월 링크셸 [7]에 참가 중인 플레이어에게 거리나 지역에 상관없이 이야기합니다.<hex:02100103>/서초링7만 입력한 경우에는 기본 대화 방식을 서버 초월 링크셸 [7]로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/서초링7 안녕하세요.<hex:02100103>　…서버 초월 링크셸 [7]에 ""안녕하세요.""라고 말합니다.<hex:02100103>/서초링7<hex:02100103>　…기본 대화 방식을 서버 초월 링크셸 [7]로 변경합니다.","/서초링7","/서7",1021,0
20,1,0,0,0,0,"/cwlinkshell8","/cwl8","/서초링8(/서8) 내용<hex:02100103>서버 초월 링크셸 [8]에 참가 중인 플레이어에게 거리나 지역에 상관없이 이야기합니다.<hex:02100103>/서초링8만 입력한 경우에는 기본 대화 방식을 서버 초월 링크셸 [8]로 변경합니다.<hex:02100103><hex:02100103>용례<hex:02100103>/서초링8 안녕하세요.<hex:02100103>　…서버 초월 링크셸 [8]에 ""안녕하세요.""라고 말합니다.<hex:02100103>/서초링8<hex:02100103>　…기본 대화 방식을 서버 초월 링크셸 [8]로 변경합니다.","/서초링8","/서8",1021,0
21,2,0,0,0,0,"/graphicpresets","/gpresets","/그래픽간단설정 번호<hex:02100103>그래픽 설정을 지정한 번호의 간단 설정으로 변경합니다.<hex:02100103><hex:02100103>>>번호(1-5)<hex:02100103><hex:0208F202B9E4E94F04FFF20143>1: 표준품질(Mac)<hex:02100103>2: 중상 품질(Mac)<hex:02100103>3: 고품질(Mac)<hex:02100103>4: 특 고품질(Mac)<hex:02100103>5: 최고품질(Mac)<hex:02100103><hex:02100103>용례<hex:02100103>/그래픽간단설정 1<hex:02100103>　…그래픽 설정을 '표준품질(Mac)'로 변경합니다.<hex:02100103>/그래픽간단설정 3<hex:02100103>　…그래픽 설정을 '고품질(Mac)'로 변경합니다.<hex:FFF2016A>1: 표준품질(노트북 PC)<hex:02100103>2: 표준품질(데스크톱 PC)<hex:02100103>3: 고품질(노트북 PC)<hex:02100103>4: 고품질(데스크톱 PC)<hex:02100103>5: 최고품질<hex:02100103><hex:02100103>용례<hex:02100103>/그래픽간단설정 1<hex:02100103>　…그래픽 설정을 '표준품질(노트북 PC)'로 변경합니다.<hex:02100103>/그래픽간단설정 5<hex:02100103>　…그래픽 설정을 '최고품질'로 변경합니다.<hex:03>","/그래픽간단설정","",993,0
22,1,0,0,0,0,"/fellowship","/fs","/동아리<hex:02100103>동아리 메뉴를 엽니다.","/동아리","",32,0
23,1,0,0,0,0,"/fellowshipfinder","/fsfinder","/동아리찾기(/동찾)<hex:02100103>동아리 모집 메뉴를 엽니다.","/동아리찾기","/동찾",32,0
24,1,0,0,0,0,"/collection","/coll","/중요아이템(/중요)<hex:02100103>중요 아이템 메뉴를 엽니다.","/중요아이템","/중요",32,0
25,1,0,0,0,0,"/newgame+","/ng+","/임무다시하기(/임무다시)<hex:02100103>임무 다시하기 메뉴를 엽니다.","/임무다시하기","/임무다시",32,0
