key,0
#,
offset,0
int32,str
0,""
1,"Orders squadron to engage the enemy.<hex:02100103>Can only be executed while on a <hex:024804F201FA03><hex:024904F201FB03>command mission<hex:0249020103><hex:0248020103>."
2,"Orders squadron to disengage the enemy and fall back.<hex:02100103>Can only be executed while on a <hex:024804F201FA03><hex:024904F201FB03>command mission<hex:0249020103><hex:0248020103>."
3,"Orders squadron to re-engage the enemy.<hex:02100103>Can only be executed while on a <hex:024804F201FA03><hex:024904F201FB03>command mission<hex:0249020103><hex:0248020103>."
4,"Orders squadron to execute a limit break on a single target. Also increases damage dealt by party members within a 20-yalm range.<hex:02100103>Can only be executed while on a <hex:024804F201FA03><hex:024904F201FB03>command mission<hex:0249020103><hex:0248020103>, limit gauge is at level 1, and all three squadron members are conscious."
5,"Displays Order Hotbar.<hex:02100103>Can only be executed while on a <hex:024804F201FA03><hex:024904F201FB03>command mission<hex:0249020103><hex:0248020103>."
6,""
