key,0
#,Text
offset,0
int32,str
0,""
1,"Once placed, the item can no longer be put up for sale.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>The following may also result in loss of certain parts and furnishings:<hex:02100103>  - The removal of said item by another player<hex:02100103>  - Leaving or being discharged from the free<hex:02100103>  company<hex:02100103>  - Unsharing an estate<hex:02100103>  - The demolition of an estate<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Are you certain you wish to proceed?"
2,"Once placed, that item cannot be retrieved.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>The following may also result in loss of certain parts and furnishings:<hex:02100103>  - The removal of said item by another player<hex:02100103>  - Leaving or being discharged from the free<hex:02100103>  company<hex:02100103>  - Unsharing an estate<hex:02100103>  - The demolition of an estate<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Are you certain you wish to proceed?"
3,"This item was either purchased on the Online Store or redeemed with a promotional code. Once placed, the item can no longer be traded or put up for sale.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>The following may also result in loss of certain parts and furnishings:<hex:02100103>  - The removal of said item by another player<hex:02100103>  - Leaving or being discharged from the free<hex:02100103>  company<hex:02100103>  - Unsharing an estate<hex:02100103>  - The demolition of an estate<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Are you certain you wish to proceed?"
4,"Once placed, that item cannot be retrieved.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>The following may also result in loss of certain items:<hex:02100103>  - The removal of said item by another player<hex:02100103>  - Leaving or being discharged from the free<hex:02100103>  company<hex:02100103>  - Unsharing an estate<hex:02100103><hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Are you certain you wish to proceed?"
5,"Once placed, the item can no longer be traded or put up for sale.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>The following may also result in loss of certain parts and furnishings:<hex:02100103>  - The removal of said item by another player<hex:02100103>  - Leaving or being discharged from the free<hex:02100103>  company<hex:02100103>  - Unsharing an estate<hex:02100103>  - The demolition of an estate<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Are you certain you wish to proceed?"
6,"Once placed, the item can no longer be put up for sale.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>The following may also result in loss of certain parts and furnishings:<hex:02100103>  - The removal of said item by another player<hex:02100103>  - Leaving or being discharged from the free<hex:02100103>  company<hex:02100103>  - Unsharing an estate<hex:02100103>  - The demolition of an estate<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Are you certain you wish to proceed?"
7,"This item was either purchased on the Online Store or redeemed with a promotional code.<hex:02100103>Once placed and used, it can no longer be retrieved, traded, or put up for sale.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>The following may also result in loss of certain parts and furnishings:<hex:02100103>  - The removal of said item by another player<hex:02100103>  - Leaving or being discharged from the free<hex:02100103>  company<hex:02100103>  - Unsharing an estate<hex:02100103>  - The demolition of an estate<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Are you certain you wish to proceed?"
8,"Once placed and used, the item can no longer be retrieved, traded, or put up for sale.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>The following may also result in loss of certain parts and furnishings:<hex:02100103>  - The removal of said item by another player<hex:02100103>  - Leaving or being discharged from the free<hex:02100103>  company<hex:02100103>  - Unsharing an estate<hex:02100103>  - The demolition of an estate<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Are you certain you wish to proceed?"
9,"Once placed and used, the item can no longer be put up for sale.<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>The following may also result in loss of certain parts and furnishings:<hex:02100103>  - The removal of said item by another player<hex:02100103>  - Leaving or being discharged from the free<hex:02100103>  company<hex:02100103>  - Unsharing an estate<hex:02100103>  - The demolition of an estate<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Are you certain you wish to proceed?"
