key,0
#,
offset,0
int32,str
0,""
1,"■Objective■<hex:02100103>Avoid obstacles and reach the goal!<hex:02100103><hex:02100103>■Stage Info■<hex:02100103>The stage will end when enough challengers have qualified."
2,"■Objective■<hex:02100103>Avoid obstacles and reach the goal!<hex:02100103><hex:02100103>■Stage Info■<hex:02100103>The stage will end when enough challengers have qualified."
3,"■Objective■<hex:02100103>Avoid Typhon's fungahs and stay on the platform!<hex:02100103><hex:02100103>■Stage Info■<hex:02100103>The stage will end when enough challengers have qualified."
4,"■Objective■<hex:02100103>Carry the crystals to the correct locations!<hex:02100103><hex:02100103>■Stage Info■<hex:02100103>The stage will end when enough challengers have qualified."
5,"■Objective■<hex:02100103>Reach the top of the mountain and grab the crown!<hex:02100103><hex:02100103>■Stage Info■<hex:02100103>The stage will end when the crown has been claimed."
6,"Avoid obstacles and reach the goal!"
7,"Avoid obstacles and reach the goal!"
8,"Avoid Typhon's fungahs and stay on the platform!"
9,"Carry the crystals to the correct locations!"
10,"Reach the top of the mountain and grab the crown!"
11,"Race to the finish!"
12,"Race to the finish!"
13,"Don't fall in!"
14,"Carry the crystals!"
15,"Reach the crown!"
16,"Waiting for players..."
17,"QUALIFIED!"
18,"ELIMINATED!"
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,""
28,""
29,""
30,""
