key,0
#,Text
offset,0
int32,str
0,""
1,"Abalathia's Spine reached. Plotting course to <hex:02281DFF18>AirshipExplorationPoint<hex:E8020103>."
2,"<hex:02281DFF18>AirshipExplorationPoint<hex:E8020103> reached. Commencing initial survey."
3,"<hex:02281DFF18>AirshipExplorationPoint<hex:E8020103> reached. Commencing survey."
4,"No wind or turbulence detected. <hex:021A020203><hex:022903EA0203><hex:021A020103> <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> sufficient for exploration."
5,"Experiencing high winds. Airship <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> unaffected, but exploratory capability may be slightly hindered."
6,"Experiencing violent turbulence. Airship <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> unaffected, but exploratory capability may be significantly hindered."
7,"No turbulence detected. Airship <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> normal."
8,"Experiencing high winds. Airship <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> normal, but exploratory capability may be significantly hindered."
9,"Airship <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> dropping. Continuing exploration until rendered unable."
10,"Several high-quality <hex:02310CFF05>Item<hex:04E802030203> discovered. Commencing extraction upon determining ideal sample."
11,"High-quality <hex:02310CFF05>Item<hex:04E802020203> discovered. Commencing extraction."
12,"<hex:022B12FF10><hex:02310CFF05>Item<hex:04E802020203><hex:03> discovered. Commencing extraction."
13,"<hex:022B12FF10><hex:02310CFF05>Item<hex:04E802020203><hex:03> discovered. Commencing extraction."
14,"Optimal <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> result in excellent extraction yield."
15,"High <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> result in above-average extraction yield."
16,"Normal <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> result in average extraction yield."
17,"Sub-normal <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> result in below-average extraction yield."
18,"Low <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> result in disappointing extraction yield."
19,"Poor <hex:022821FF1C>AirshipExplorationParamType<hex:E8030103> result in extremely disappointing extraction yield."
20,"<hex:024804F201F403><hex:024904F201F503><hex:020834E4E80302FF16><hex:022B12FF10><hex:02310CFF05>Item<hex:04E802020203><hex:03><hex:FF17><hex:022003E80303> <hex:02310CFF05>Item<hex:04E802040203><hex:03> retrieved!<hex:0249020103><hex:0248020103>"
21,"Additional anomalies detected. Continuing exploration."
22,"Additional anomalies detected. However, current airship condition found insufficient for further exploration. Setting course to next destination."
23,"Additional anomalies detected...but lost."
24,"No additional anomalies detected in the sector."
25,"Survey of <hex:02281DFF18>AirshipExplorationPoint<hex:E8020103> complete. <hex:021A020203><hex:022B09FF07><hex:022903EA0303><hex:03><hex:021A020103> performance rated as outstanding."
26,"Survey of <hex:02281DFF18>AirshipExplorationPoint<hex:E8020103> complete. <hex:021A020203><hex:022B09FF07><hex:022903EA0303><hex:03><hex:021A020103> performance rated as decent."
27,"Survey of <hex:02281DFF18>AirshipExplorationPoint<hex:E8020103> complete. <hex:021A020203><hex:022B09FF07><hex:022903EA0303><hex:03><hex:021A020103> performance rated as satisfactory."
28,"Survey of <hex:02281DFF18>AirshipExplorationPoint<hex:E8020103> complete. <hex:021A020203><hex:022B09FF07><hex:022903EA0303><hex:03><hex:021A020103> performance rated as substandard."
29,"Survey of <hex:02281DFF18>AirshipExplorationPoint<hex:E8020103> complete. <hex:021A020203><hex:022B09FF07><hex:022903EA0303><hex:03><hex:021A020103> performance rated as abysmal."
30,"<hex:024804F201F603><hex:024904F201F703><hex:021A020203><hex:022B09FF07><hex:022903EA0203><hex:03><hex:021A020103> gains <hex:022003E80303><hex:020813E4E80401FF01><hex:FF0B>(+<hex:022003E80403>%)<hex:03> experience points.<hex:0249020103><hex:0248020103>"
31,"Changing course to <hex:02281DFF18>AirshipExplorationPoint<hex:E8020103>."
32,"All locations surveyed. Returning to workshop."
33,"<hex:024804F201F603><hex:024904F201F703><hex:02281DFF18>AirshipExplorationPoint<hex:E8020103> discovered!<hex:0249020103><hex:0248020103>"
34,"<hex:024804F201F603><hex:024904F201F703>Permission granted to register an additional airship!<hex:0249020103><hex:0248020103>"
