key,0
#,Text{Output}
offset,0
int32,str
0,""
1,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Hello.<hex:021C020103><hex:021B020203><hex:021302EC03>"
2,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Good match!<hex:021C020103><hex:021B020203><hex:021302EC03>"
3,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Thank you.<hex:021C020103><hex:021B020203><hex:021302EC03>"
4,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Nice job!<hex:021C020103><hex:021B020203><hex:021302EC03>"
5,"Variable phrase available only during the Feast.<hex:02100103>Uses name and recast time of action in <hex:024804F201F403><hex:024904F201F503>additional action<hex:0249020103><hex:0248020103> slot 1.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[Purify] ready!<hex:021C020103><hex:021B020203><hex:021302EC03><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[Purify] ready in [5]s!<hex:021C020103><hex:021B020203><hex:021302EC03>"
6,"Variable phrase available only during Crystalline Conflict.<hex:02100103>Displays current job and limit gauge progress.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[White mage]: Limit break ready!<hex:021C020103><hex:021B020203><hex:021302EC03><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[White mage]: Limit break at [99]%!<hex:021C020103><hex:021B020203><hex:021302EC03>"
7,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Collecting offensive supplies!<hex:021C020103><hex:021B020203><hex:021302EC03>"
8,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Collecting defensive supplies!<hex:021C020103><hex:021B020203><hex:021302EC03>"
9,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Collecting adrenaline supplies!<hex:021C020103><hex:021B020203><hex:021302EC03>"
10,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Collecting wolf's heart!<hex:021C020103><hex:021B020203><hex:021302EC03>"
11,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Attacking tank!<hex:021C020103><hex:021B020203><hex:021302EC03>"
12,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Attacking healer!<hex:021C020103><hex:021B020203><hex:021302EC03>"
13,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Attacking melee DPS!<hex:021C020103><hex:021B020203><hex:021302EC03>"
14,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Attacking ranged DPS!<hex:021C020103><hex:021B020203><hex:021302EC03>"
15,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Stopping tank!<hex:021C020103><hex:021B020203><hex:021302EC03>"
16,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Stopping healer!<hex:021C020103><hex:021B020203><hex:021302EC03>"
17,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Stopping melee DPS!<hex:021C020103><hex:021B020203><hex:021302EC03>"
18,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Stopping ranged DPS!<hex:021C020103><hex:021B020203><hex:021302EC03>"
19,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Collecting medals!<hex:021C020103><hex:021B020203><hex:021302EC03>"
20,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Get the medals!<hex:021C020103><hex:021B020203><hex:021302EC03>"
21,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Everyone, attack!<hex:021C020103><hex:021B020203><hex:021302EC03>"
22,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Fall back and regroup!<hex:021C020103><hex:021B020203><hex:021302EC03>"
23,"Variable phrase available only during Crystalline Conflict.<hex:02100103>Displays percentage of MP remaining.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>MP at [69]%.<hex:021C020103><hex:021B020203><hex:021302EC03>"
24,"Variable phrase available only during the Feast.<hex:02100103>Displays percentage of TP remaining.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>TP at [41]%.<hex:021C020103><hex:021B020203><hex:021302EC03>"
25,"Variable phrase available only during Crystalline Conflict.<hex:02100103>Uses current target. <hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Attacking [white mage]!<hex:021C020103><hex:021B020203><hex:021302EC03>"
26,"Variable phrase available only during Crystalline Conflict.<hex:02100103>Uses current target. <hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Blocking [white mage]!<hex:021C020103><hex:021B020203><hex:021302EC03>"
27,"Variable phrase available only during the Feast.<hex:02100103>Uses name and recast time of action in <hex:024804F201F403><hex:024904F201F503>additional action<hex:0249020103><hex:0248020103> slot 2.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[Purify] ready!<hex:021C020103><hex:021B020203><hex:021302EC03><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[Purify] ready in [5]s!<hex:021C020103><hex:021B020203><hex:021302EC03>"
28,"Variable phrase available only during the Feast.<hex:02100103>Uses current target and adds a countdown time above their head.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Focus on the [white mage]!<hex:021C020103><hex:021B020203><hex:021302EC03>"
29,"Fixed phrase available only during the Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>End focused attack!<hex:021C020103><hex:021B020203><hex:021302EC03>"
30,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Sorry!<hex:021C020103><hex:021B020203><hex:021302EC03>"
31,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>I'm going on ahead!<hex:021C020103><hex:021B020203><hex:021302EC03>"
32,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Falling back!<hex:021C020103><hex:021B020203><hex:021302EC03>"
33,"Variable phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[White mage]: Moving the crystal now!<hex:021C020103><hex:021B020203><hex:021302EC03>"
34,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Push the crystal!<hex:021C020103><hex:021B020203><hex:021302EC03>"
35,"Variable phrase available only during Crystalline Conflict.<hex:02100103>Applies to targeted party member.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Covering [white mage]!<hex:021C020103><hex:021B020203><hex:021302EC03>"
36,"Variable phrase available only during Crystalline Conflict.<hex:02100103>Displays current job.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[White mage]: Executing a limit break!<hex:021C020103><hex:021B020203><hex:021302EC03>"
37,"Fixed phrase available only during Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Everyone, group up!<hex:021C020103><hex:021B020203><hex:021302EC03>"
38,"Variable phrase available only during Crystalline Conflict.<hex:02100103>Informs party of availability of Purify.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[Purify] ready!<hex:021C020103><hex:021B020203><hex:021302EC03><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[Purify] ready in [5]s!<hex:021C020103><hex:021B020203><hex:021302EC03>"
39,"Variable phrase available only during Crystalline Conflict.<hex:02100103>Informs party of availability of Guard.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[Guard] ready!<hex:021C020103><hex:021B020203><hex:021302EC03><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[Guard] ready in [5]s!<hex:021C020103><hex:021B020203><hex:021302EC03>"
