key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_CTSWKSMUMUKKO_00956_MUMUKKO_000_001","ふぅ、基地は完成しましたけれど、<hex:02100103>まだまだお忙しそうな方ばかり……。<hex:02100103>いつになったら受け取りにくるんでしょうネ？"
1,"TEXT_CTSWKSMUMUKKO_00956_SYSTEM_000_005","コスモエクスプローラー計画に積極的に参加し、計画実績の、<hex:02100103>「月面のコスモミッションを100回達成する」を取得することで、<hex:02100103>ムムッコから新たなサブクエストを受注できます。"
2,"TEXT_CTSWKSMUMUKKO_00956_MUMUKKO_000_002","あら<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>さん、ごきげんよう。<hex:02100103>お手伝いできそうなときに、話しかけてくださる？"
3,"TEXT_CTSWKSMUMUKKO_00956_MUMUKKO_000_003","コスモエクスプローラー計画は、まだまだ始動したばかりです。<hex:02100103>これからもアナタがたのお時間とお力を借りながら、<hex:02100103>共にプロジェクトを進行させていきましょうネ？"
4,"TEXT_CTSWKSMUMUKKO_00956_MUMUKKO_000_004","<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>さん、ご協力感謝ですわ！<hex:02100103>続きをお話しできそうなときに、話しかけてくださる？"
5,"TEXT_CTSWKSMUMUKKO_00956_MUMUKKO_000_006","よかったら、ほかの者たちからも話を聞いてやってくださいます？<hex:02100103>困りごとを抱えている者もいるでしょうから、<hex:02100103>アナタに聞いていただけたら助かるかと思いますヨ！"
6,"TEXT_CTSWKSMUMUKKO_00956_MUMUKKO_000_007","<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>さん、ヤ・アデブ議員の査察では、<hex:02100103>アナタのお力に大変助けられました！<hex:02100103>これからの探索計画へも、ご協力くださいませネ？"
7,"TEXT_CTSWKSMUMUKKO_00956_SYSTEM_000_008","コスモエクスプローラー計画に積極的に参加し、計画実績の、<hex:02100103>「惑星パエンナのコスモミッションを50回達成する」の取得で、<hex:02100103>ムムッコから新たなサブクエストを受注できます。"
8,"TEXT_CTSWKSMUMUKKO_00956_MUMUKKO_000_010","はぁ、まだ月面に残してきたお仕事もあるというのに……。<hex:02100103>どなたか、お時間がないものでしょうかネ？"
9,"TEXT_CTSWKSMUMUKKO_00956_SYSTEM_000_009","惑星パエンナでムムッコから新たなサブクエストを受注するには、<hex:02100103>焦がれの入江にて発行される、<hex:02100103>2つのサブクエストのコンプリートが必要となります。"
10,"TEXT_CTSWKSMUMUKKO_00956_MUMUKKO_000_011","<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>さん、いかがお過ごしです？<hex:02100103>またお手伝いできそうなときに、話しかけてくださいネ！"
11,"TEXT_CTSWKSMUMUKKO_00956_MUMUKKO_000_012","ヤ・アデブ議員のご案内、ありがとうございました！<hex:02100103>ささ、ご準備がよろしければお話を伺えますか？"
