key,0
#,
offset,0
int32,str
0,"テストデータ"
1,"シュポシェのヒント（仮）"
2,"古ぼけた貼り紙がある。<hex:02100103><hex:02100103><hex:02100103>“3:34<hex:02100103>私は鬼哭隊壱番槍、探索班リデル。<hex:02100103>後続隊へ向けメモを残す。”<hex:02100103>“洞内に浮遊する緑の光を「魔導フォトセル」と命名。<hex:02100103>収集を開始。”"
3,"古ぼけた貼り紙がある。<hex:02100103><hex:02100103><hex:02100103>“3:55<hex:02100103>4つめの「魔導フォトセル」を回収すると、各々が振動を開始。<hex:02100103>フォトセルを分析するため、洞外へ持ち出したところ消滅した。”"
4,"古ぼけた貼り紙がある。<hex:02100103><hex:02100103><hex:02100103>“4:12<hex:02100103>通路を遮断する青い光の壁を「魔導フィールド」と命名。<hex:02100103>これは「魔導ターミナル」の起動によって消滅することを確認。”"
5,"古ぼけた貼り紙がある。<hex:02100103><hex:02100103><hex:02100103>“4:36<hex:02100103>｢魔導フィールド｣が再度、出現した時のために記す。<hex:02100103>｢魔導ターミナル｣は、4つのフォトセルの振動によって起動可能。”"
6,"5:03　この先で通路が落ち込み、分断されている。<hex:02100103>おそらく下りたら戻れない。後続隊は注意されたし。"
7,"古ぼけた貼り紙がある。<hex:02100103><hex:02100103><hex:02100103>“5:45<hex:02100103>再び強力な魔物と交戦。当方にも負傷者が出た。<hex:02100103>これ以上の調査続行について、隊員と協議を続けている。”"
8,"古ぼけた貼り紙がある。<hex:02100103><hex:02100103><hex:02100103>“6:22<hex:02100103>咳き込む者、多数。原因は不明だが、私は撤退を決断。<hex:02100103>メモはここまでとする。後続隊はくれぐれも注意されたし。”"
9,"メモらしきものを見つけた。<hex:02100103><hex:02100103>船長は晴天の「青」い海原がお好き"
10,"メモらしきものを見つけた。<hex:02100103><hex:02100103>船長は上物の「赤」ワインがお好き"
11,"メモらしきものを見つけた。<hex:02100103><hex:02100103>船長は新鮮な「緑」の野菜がお好き"
12,"あれから、何日が過ぎただろう。<hex:02100103>今日、ウルダハのクイックサンドで、あの冒険者と会った。<hex:02100103>わたしの最愛の人が気にかけていた冒険者だ。<hex:02100103>わたしは、冒険者に思いの丈を伝えた。<hex:02100103>そして自分に、前を向いて生きようと誓った。"
13,"わたしとあの人が育った故郷に帰ってきた。<hex:02100103>子どもの頃には広く感じた村も、<hex:02100103>今では何だか、とても狭く感じる。<hex:02100103>わたしが世界の広さを知ってしまったからだろう。<hex:02100103>そう、わたしとあの人は、ともに夢見た。<hex:02100103>広い世界での胸躍るような冒険を。<hex:02100103>やっぱり、この狭苦しい村は、あの人に相応しくない。<hex:02100103>冒険に出よう。<hex:02100103>もう一度、あの人といっしょに。"
14,"初めてのモードゥナ。<hex:02100103>クリスタルに満ちた銀泪湖は美しく輝き、<hex:02100103>まるで、わたしたちの訪れを祝福しているよう。<hex:02100103>湖のほとりで、あの人と見つめ合う幸せな一時。<hex:02100103>日が暮れるまで、ふたりきりの時間を過ごした。<hex:02100103>これからもずっと一緒だ……あの人の言葉が嬉しかった。"
15,"最近なんだか、あの人の顔色が悪い。<hex:02100103>やっぱり、ザナラーンに来たのが悪かったんだ。<hex:02100103>あの人は熱いのが苦手だから。<hex:02100103>凍てつくように寒いクルザスに行こう。<hex:02100103>そうすれば、きっとあの人だって元気になる。<hex:02100103>そうすれば、耳元で囁くこともやめてくれるはず。"
16,"うん、わかってる。<hex:02100103>わかってるよ、自由に動ける身体がいるよね。<hex:02100103><hex:02100103>うんうん、わかってる。<hex:02100103>そんなに毎日毎日毎日、囁かないでもいいんだよ。<hex:02100103>何も言わなくたって、あなたが言いたいことはわかるの。<hex:02100103>だって、わたしはあなたのお嫁さんになるんだから。<hex:02100103>だからもう、囁き続けるのはやめて。<hex:02100103>あなたにふさわしい身体を見つけるから。"
17,"ごめんね、なかなか、あなたに合う身体が見つからないの。<hex:02100103>あなたは、エオルゼアに名を馳せる冒険者になるのだから、<hex:02100103>中途半端な身体じゃダメ。<hex:02100103>それに、わたしわかってきたの。<hex:02100103>身体だけあってもダメだって。<hex:02100103>立派な冒険者には、立派な魂が必要なんだって。<hex:02100103>強い身体には、強い魂がいる。<hex:02100103>弱い魂しか見つからないなら、たくさんの魂が。<hex:02100103>もう少しの辛抱だからね、待っててね、あなた。"
18,"ここには、からだがいっぱいあるの。<hex:02100103>いっぱいいっぱいいっぱいいっぱいあるの。<hex:02100103>だから、きっとあなたもげんきになるわ。<hex:02100103>そうしたら、けっこんしきをあげようね。<hex:02100103>わたしたちは、あたらしいせかいにたびだつの。<hex:02100103><hex:02100103>けっこんしきには、みんなもよぼうね。<hex:02100103>きっとぱーてぃのみんなも、しゅくふくしてくれるよ。<hex:02100103><hex:02100103>あんなになかがよかったんだもの、<hex:02100103>おくりものをもってかけつけてくれるよ。<hex:02100103>きっと、たましいだってくれるはずよ。"
19,"降り注ぐ隕石、黒き影が放った炎。<hex:02100103>私が体験したすべてを、後世に伝えるため、<hex:02100103>騎士パスカルレー・ヌールタイユが記す。<hex:02100103>まさしく、この世の終わりなのかもしれない。<hex:02100103>兵たちは動揺し、「第七霊災」が到来したと騒いでいる。<hex:02100103>これを読む者は、その真実を知っているのだろうか。"
20,"指揮官であるユヘルメリック卿からの指示で、<hex:02100103>砦内の被害状況を調査したが、ひどいものだった。<hex:02100103>堅牢を誇った城壁が、見るも無惨に崩れている。<hex:02100103>兵たちは皇都への撤退を望んでいるが、<hex:02100103>ユヘルメリック卿が下した決断は、砦の死守だった。<hex:02100103>当然だ、ダスクヴィジルは皇都を守る盾なのだから。"
21,"崩れた瓦礫を取り除き、懸命に救助活動をしたが、<hex:02100103>助けることができたのは、わずかに数名のみだった。<hex:02100103>その者らも、ここ数日の寒波で衰弱してきている。<hex:02100103>季節外れの雪が舞うほどの寒さは、<hex:02100103>傷つき、疲れ果てた我々から、体力を奪っていく。<hex:02100103>だというのに、皇都からの救援は、未だにこない。"
22,"雪と氷によって孤立した砦内で、反乱が起こった。<hex:02100103>備蓄食料が底をつきつつあることを知った兵たちが、<hex:02100103>ユヘルメリック卿に、撤退を進言したのがきっかけだ。<hex:02100103>だが、卿は砦の維持に固執し、これを拒否。<hex:02100103>凄惨な戦いになり、多くの命が失われてしまった。<hex:02100103>唯一の救いは、新鮮な肉が手に入ったことだけか……。"
23,"私は罪を犯した。<hex:02100103>穢らわしい罪だ……そう、罪なのだ。<hex:02100103>だが、生きるためには必要だった……。<hex:02100103>家族の元に帰るには、生き残らなくてはならない。<hex:02100103>だが、生きるとは、いったい何なのだ？<hex:02100103>奴らは、動いているではないか！　死んでいるはずなのに！"
24,"善良なアラグ帝国市民の豊かな生活に欠かせない、<hex:02100103>魔科学製品の数々を展示、紹介しています。"
25,"魔科学の粋を集めて作られた、兵装群を紹介します。<hex:02100103>帝国正規軍向け最新装備から、皇室親衛隊向け式典装備まで、<hex:02100103>その種類は多種多様です！"
26,"機械兵器「ファントムレイ型」<hex:02100103>暴走リスクの高いキメラ生物の指揮・監視目的で開発された、<hex:02100103>多腕型戦闘指揮マシン。"
27,"キメラ生物「ミラーナイト型」<hex:02100103>強靱な熊の肉体に、梟の暗視能力を組合せた合成獣。<hex:02100103>多くの第二世代型と同様、知性の面で課題が残ります。"
28,"キメラ生物「シュワブチ型」<hex:02100103>クローン技術を応用した第四世代型合成獣。<hex:02100103>再生能力と知性を両立した、高性能モデルです。"
