key,0
#,Text
offset,0
int32,str
0,""
1,""
2,""
3,""
4,""
5,""
6,""
7,""
8,""
9,""
10,""
11,""
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,""
28,""
29,"「ドマ式麻雀」ってどんなゲーム？"
30,"1.　はじめに"
31,"「ドマ式麻雀」は4人のプレイヤーで対戦するテーブルゲームです。<hex:02100103>ドマ式麻雀のゲームルールは日本で汎用的に遊ばれている麻雀に則っています。<hex:02100103>次の項目からは「ドマ式麻雀」を遊ぶために必要な、<hex:02100103>基礎的な知識/ルールについて説明していきます。<hex:02100103><hex:02100103>"
32,"2.　どうやって遊ぶの？"
33,"「ドマ式麻雀」は4人で行う対戦型ゲームです。14枚のドマ式麻雀牌を組み合わせて「完成の形」を作り上げるスピードとその点数の高さを競います。<hex:02100103><hex:02100103>ゲームを開始すると、まず4人のプレイヤーにそれぞれ13枚の手牌が配られます。<hex:02100103>最初の手番のプレイヤーには新しく1枚牌が配られるので、いらない牌を1枚捨てます。次に右隣のプレイヤーにも同様に1枚牌が配られるのでいらない牌を1枚捨てる、これを繰り返してゲームは進行していきます。<hex:02100103><hex:02100103>1枚配られてきた14枚で「完成の形」が最初にできたプレイヤーがそのフェーズの勝ちとなり、点数を受け取ります。このフェーズを繰り返し、半荘戦では8回のフェーズが、東風戦では4回のフェーズが終わった時点で点数が一番多い人が勝者となって１ゲームが終了します。<hex:02100103><hex:02100103>ではまず、「完成の形」とはどのようなものか見てみましょう。"
34,"上図のように14枚の牌で、<hex:024804F201FA03><hex:024904F201FB03>3枚1組のグループを4つと、同じ牌2枚1組を作ることが「完成の形」<hex:0249020103><hex:0248020103>となります。3枚1組のグループの作り方は別項目で解説しますが、この組み合わせの難易度が高いほど、勝ちとなったときの点数は高くなります。<hex:02100103><hex:02100103>"
35,"3.　ドマ式麻雀牌の種類"
36,"ドマ式麻雀牌には「数字が記された牌」と「文字が記された牌」の<hex:02100103>2つの系統の牌があります。<hex:02100103><hex:02100103>■「数字が記された牌」<hex:02100103>数字が記された牌は3種類あり、それぞれ1～9までの数値を表しています。<hex:02100103>"
37,"■「文字が記された牌」<hex:02100103>文字が記された牌は2種類あります。<hex:02100103>これらの牌は「数字が記された牌」のような順番はありません。"
38,"なお、ドマ式麻雀牌はまったく同じ図柄の牌が4枚ずつあります。上図にある34枚の牌が4枚ずつあるため、牌の数は全部で136枚です。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>ドマ式麻雀はこの136枚の牌をつかって、手牌14枚の組み合わせの完成形を、他のプレイヤーよりも早く（なおかつできるだけ高い点数で）作り上げることを競い合うゲームなのです。<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>"
39,"4.　手牌の組み合わせ"
40,"■連続する３つの数字を組み合わせる<hex:02100103>同じ種類の「数字が記された牌」で、「2-3-4」「4-5-6」「7-8-9」のように3つの連続する数字が記された牌を集めることで1つの組み合わせを作ることができます。<hex:02100103>しかし、異なる種類での組み合わせは認められていません。また「8-9-1」「9-1-2」のようにループしてしまう組み合わせも認められていません。"
41,"■全く同じ牌を３枚あつめる<hex:02100103>全く同じ牌を3つ集めても1組の組み合わせにできます。<hex:02100103>これは「数字が記された牌」/「文字が記された牌」のどちらでも可能です。"
42,"ドマ式麻雀のあがり（＝完成の形）は、こうやって組み合わせた3枚1組の１グループの組み合わせを4つと、同じ牌2枚1組で作られる1つの組み合わせの、14枚で構成されます。<hex:02100103><hex:02100103>※例外的に特殊な組み合わせで構成されるあがりの形がいくつかありますが、まずはこの形を目指していきましょう。<hex:02100103><hex:02100103>"
43,"5.　ゲームの進行"
44,"ドマ式麻雀のゲームは4人で行います。4人のプレイヤーに13枚の手牌が配られたところからゲームが開始されます。<hex:02100103>まず最初に、親の権利をもつプレイヤー（自動的に決まります）に新しく牌が1枚配られ、いらない牌を1枚捨てます。次に右隣のプレイヤーに1枚牌が配られてまた1枚捨てる、これを順番に繰り返していきます。"
45,"誰かがあがりとなるか、あるいは誰もあがりとならないまま配られる牌がなくなると1つのフェーズは終了となります。このフェーズを「局」と呼びます。"
46,"次の局が始まる時、親の権利は右隣のプレイヤーに移ります。<hex:02100103>局が進むにつれて4人に順番に親の権利がまわっていき、親の権利が半荘戦では2周、東風戦では1周まわったところで1ゲームは終了となり、その時点で点数を最も多く持つプレイヤーがゲームの勝者となります。<hex:02100103><hex:02100103>"
47,"6.　あがりと点数"
48,"ゲーム開始時、プレイヤーは25000の点数を持っています。<hex:02100103>あがると完成の形に応じた点数を他のプレイヤーからもらえますが、<hex:02100103>自分の手番に配られた牌であがりの形となる場合と、<hex:02100103>誰かが捨てた牌であがりの形となる場合とで、点数のやり取り方法が変わります。"
49,"■配られた牌でのあがり<hex:02100103>配られた牌であがりの形となった場合、点数は他のプレイヤー3人が分割して支払います。親の時のあがりは点数が1.5倍となるのでお得ですが、親の時の支払いは他プレイヤーの2倍の点数となります。"
50,"■捨てた牌でのあがり<hex:02100103>他プレイヤーがいらない牌を捨てた時、その牌であがりの形になる場合にもあがりが成立します。この場合は、牌を捨てたプレイヤーだけが点数を支払います。親であがりとなった場合の点数は1.5倍となりますが、親の時の点数の支払いは変わりません。"
51,"このようにドマ式麻雀の「親」は重要な要素で、あがりの時の点数が1.5倍となる大きな利点があります。また、親であがった場合にはもう一度親のまま局を継続することができるので点数を増やす大きなチャンスとなります。<hex:02100103><hex:02100103>"
52,"7.　あがりのために～役について"
53,"ドマ式麻雀は点数を奪い合うゲームです。あがりには点数の高い形、安い形がありますので、どうすれば高い点数の形を作ることができるのかを知っておきましょう。"
