key,0,1,2,3,4,5
#,Text,SelfKind,TargetKind,NumParam,FCActivityCategory,IconType
offset,0,4,5,6,7,8
int32,str,byte,byte,byte,FCActivityCategory,sbyte
0,"",0,0,0,0,-1
1,"フリーカンパニーを結成しました。",0,0,0,1,0
2,"カンパニーランクが<hex:022003E80203>にアップしました。",0,0,1,1,0
3,"「<hex:022812FF0D>GrandCompany<hex:E8020103>」との友好関係が「<hex:022812FF0D>FCReputation<hex:E8030503>」にアップしました。",1,0,1,1,5
4,"「<hex:022812FF0D>GrandCompany<hex:E8020103>」との友好関係が「<hex:022812FF0D>FCReputation<hex:E8030503>」にアップしました。",1,0,1,1,6
5,"「<hex:022812FF0D>GrandCompany<hex:E8020103>」との友好関係が「<hex:022812FF0D>FCReputation<hex:E8030503>」にアップしました。",1,0,1,1,7
6,"権利「<hex:02280EFF09>FCRights<hex:E8020103>」を獲得しました。",0,0,1,1,0
7,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が加入しました。",4,0,0,2,1
8,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が加入しました。",4,0,0,2,1
9,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が脱退しました。",4,0,0,2,2
10,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が脱退しました。",4,0,0,2,2
11,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」に就任しました。",4,5,0,2,3
12,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」に就任しました。",4,5,0,2,3
13,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」に就任しました。",4,5,0,2,3
14,"「<hex:022812FF0D>GrandCompany<hex:E8020103>」に移籍しました。",0,1,0,1,5
15,"「<hex:022812FF0D>GrandCompany<hex:E8020103>」に移籍しました。",0,1,0,1,6
16,"「<hex:022812FF0D>GrandCompany<hex:E8020103>」に移籍しました。",0,1,0,1,7
17,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が階級「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」の設定を変更しました。",4,5,0,3,3
18,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が階級「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」を追加しました。",4,5,0,3,3
19,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が階級「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」を削除しました。",4,5,0,3,3
20,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が階級の序列を変更しました。",4,0,0,3,3
21,"",4,6,1,0,-1
22,"",4,0,0,0,-1
23,"",4,0,0,0,-1
24,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>がカンパニーボードを更新しました。",4,0,0,3,4
25,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>がカンパニープロフィールを更新しました。",4,0,0,3,4
26,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>がクレストデザインを変更しました。",4,0,0,3,8
27,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が「<hex:022813FF0E>CompanyAction<hex:E8020103>」を獲得しました。",4,0,1,4,9
28,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が「<hex:022813FF0E>CompanyAction<hex:E8020103>」を使用しました。",4,0,1,4,9
29,"このアクティビティは削除されました。",0,0,0,0,4
30,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が階級の名称を「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」に変更しました。",4,5,0,3,3
31,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が「<hex:022813FF0E>CompanyAction<hex:E8020103>」をキャンセルしました。",4,0,1,4,9
32,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が「<hex:022813FF0E>CompanyAction<hex:E8020103>」を破棄しました。",4,0,1,4,9
33,"カンパニーの略称が「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」に変更されました。",0,3,0,3,4
34,"カンパニー名が「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」に変更されました。",0,2,0,3,4
35,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>区<hex:022003E80403>番地のハウスの名前を「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」に変更しました。",4,9,0,5,11
36,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」のグリーティングメッセージを変更しました。",4,8,0,5,11
37,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>区<hex:022003E80403>番地の土地を購入しました。",4,7,0,5,11
38,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>区<hex:022003E80403>番地の土地を破棄しました。",4,7,0,5,11
39,"<hex:02280FFF0A>PlaceName<hex:E8020103> 第<hex:022003E80303>区<hex:022003E80403>番地の土地が自動破棄されました。",0,7,0,5,11
40,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>が<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>区<hex:022003E80403>番地に「<hex:022813FF0E>HousingPreset<hex:E8050103>」を建築しました。",4,7,1,5,11
