key,0
#,
offset,0
int32,str
0,""
1,"コスモミッションの目標を達成した！"
2,"コスモミッションの目標を達成した！"
3,"[コスモエクスプローラーのミッション専用アイテム]"
4,"<hex:02280EFF09>ClassJob<hex:E8020103>で現在進行可能な研究は、みんな完了したっショ！<hex:02100103>次の研究方針が定まるまで、待機しててくれるカナ？"
5,"<hex:02280EFF09>ClassJob<hex:E8020103>の研究データの分析が、十分進んできたみたいっショ！<hex:02100103>一度、惑星研究所へ来てくれるカナ～？"
6,"<hex:02280EFF09>ClassJob<hex:E8020103>のコスモリサーチへの貢献に関する、<hex:02100103>データ分析の進捗はこんな具合っショ！"
7,"ここが……こうなっていて……<hex:02100103>あれはきっと……ああなっていて……。"
8,"惑星研究所で使われている研究モジュールは、<hex:02100103>魔法大学のものをベースにしているっショ～。"
9,"コスモリサーチが進展すれば、<hex:02100103>もっともっと計画に役立つ道具が、作れるようになるはずっショ！"
10,"高度な研究には、より詳細なデータが必要になるんダナ～。<hex:02100103>ガンバってもらうことになるけど、よろしくたのむっショ～！"
11,"いろんな分野の研究を進めると、全体の効率があがるんダナ～！"
12,"ザザ……あれ……ザ……<hex:02100103>つなが……い……おかし、ショ……ザザザ……"
13,"惑星パエンナの資源は興味深いんダナ！<hex:02100103>研究が捗るっショ～！"
14,"惑星パエンナの植物には、独特の構造が見られるんダナ～。<hex:02100103>顕微鏡で見るとキラキラして、とっても綺麗なんダナ～……。"
15,"カプセル・カズムの、大穴の構造を計測してみたんダナ。<hex:02100103>重なった大球の下は底知れず……絶対落ちちゃダメっショ！"
16,"フュージングウェイ・ヴェントの真っ赤に煮立ったガラスも、<hex:02100103>冷えて固まると、とってもカラフルになるっショ～！"
17,"「<hex:02280AFF05>Fate<hex:E8020103>」着工予定地"
